Year,Software Version,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2015,5.0,Monroe,PQI_01,Diabetes Short-Term Complications,93.99,61.65
2015,5.0,Montgomery,PQI_01,Diabetes Short-Term Complications,54.33,48.74
2015,5.0,Nassau,PQI_01,Diabetes Short-Term Complications,41.15,58.34
2015,5.0,New York,PQI_01,Diabetes Short-Term Complications,56.78,62.62
2015,5.0,Niagara,PQI_01,Diabetes Short-Term Complications,94.75,55.32
2015,5.0,Oneida,PQI_01,Diabetes Short-Term Complications,70.1,52.27
2015,5.0,Onondaga,PQI_01,Diabetes Short-Term Complications,84.37,59.04
2015,5.0,Ontario,PQI_01,Diabetes Short-Term Complications,56.36,48.09
2015,5.0,Orange,PQI_01,Diabetes Short-Term Complications,65.96,60.74
2015,5.0,Orleans,PQI_01,Diabetes Short-Term Complications,63.04,55.77
2015,5.0,Oswego,PQI_01,Diabetes Short-Term Complications,83.51,48.02
2015,5.0,Otsego,PQI_01,Diabetes Short-Term Complications,33.43,48.5
2015,5.0,Putnam,PQI_01,Diabetes Short-Term Complications,27.94,49.4
2015,5.0,Queens,PQI_01,Diabetes Short-Term Complications,55.88,68.93
2014,5.0,Monroe,PQI_10,Dehydration,86.71,117.38
2015,5.0,Rensselaer,PQI_01,Diabetes Short-Term Complications,54.02,52.91
2015,5.0,Richmond,PQI_01,Diabetes Short-Term Complications,44.15,56.55
2015,5.0,Rockland,PQI_01,Diabetes Short-Term Complications,31.69,60.67
2015,5.0,St Lawrence,PQI_01,Diabetes Short-Term Complications,91.19,52.87
2015,5.0,Saratoga,PQI_01,Diabetes Short-Term Complications,36.38,47.57
2015,5.0,Schenectady,PQI_01,Diabetes Short-Term Complications,66.45,61.47
2015,5.0,Schoharie,PQI_01,Diabetes Short-Term Complications,15.7,47.21
2015,5.0,Schuyler,PQI_01,Diabetes Short-Term Complications,100.87,46.82
2015,5.0,Seneca,PQI_01,Diabetes Short-Term Complications,120.24,53.47
2015,5.0,Steuben,PQI_01,Diabetes Short-Term Complications,69.21,47.36
2015,5.0,Suffolk,PQI_01,Diabetes Short-Term Complications,50.57,55.0
2015,5.0,Sullivan,PQI_01,Diabetes Short-Term Complications,76.84,58.1
2015,5.0,Tioga,PQI_01,Diabetes Short-Term Complications,46.18,45.91
2015,5.0,Tompkins,PQI_01,Diabetes Short-Term Complications,30.61,51.92
2015,5.0,Ulster,PQI_01,Diabetes Short-Term Complications,49.83,55.0
2015,5.0,Warren,PQI_01,Diabetes Short-Term Complications,30.34,46.55
2015,5.0,Washington,PQI_01,Diabetes Short-Term Complications,69.31,49.8
2015,5.0,Wayne,PQI_01,Diabetes Short-Term Complications,54.49,49.49
2015,5.0,Westchester,PQI_01,Diabetes Short-Term Complications,47.6,63.16
2015,5.0,Wyoming,PQI_01,Diabetes Short-Term Complications,87.07,55.97
2015,5.0,Yates,PQI_01,Diabetes Short-Term Complications,36.42,46.81
2015,5.0,Statewide,PQI_03,Diabetes Long-Term Complications,122.57,122.57
2015,5.0,Albany,PQI_03,Diabetes Long-Term Complications,97.94,105.31
2015,5.0,Allegany,PQI_03,Diabetes Long-Term Complications,52.82,89.64
2015,5.0,Bronx,PQI_03,Diabetes Long-Term Complications,256.2,161.19
2015,5.0,Broome,PQI_03,Diabetes Long-Term Complications,114.97,97.56
2015,5.0,Cattaraugus,PQI_03,Diabetes Long-Term Complications,28.01,113.67
2015,5.0,Cayuga,PQI_03,Diabetes Long-Term Complications,87.08,99.81
2015,5.0,Chautauqua,PQI_03,Diabetes Long-Term Complications,64.94,97.76
2015,5.0,Chemung,PQI_03,Diabetes Long-Term Complications,94.37,103.72
2015,5.0,Chenango,PQI_03,Diabetes Long-Term Complications,98.39,103.34
2015,5.0,Clinton,PQI_03,Diabetes Long-Term Complications,94.74,94.81
2015,5.0,Columbia,PQI_03,Diabetes Long-Term Complications,73.44,112.17
2015,5.0,Cortland,PQI_03,Diabetes Long-Term Complications,115.51,84.78
2015,5.0,Delaware,PQI_03,Diabetes Long-Term Complications,40.07,108.77
2015,5.0,Dutchess,PQI_03,Diabetes Long-Term Complications,90.74,111.0
2015,5.0,Erie,PQI_03,Diabetes Long-Term Complications,101.21,114.81
2015,5.0,Essex,PQI_03,Diabetes Long-Term Complications,47.44,108.77
2015,5.0,Franklin,PQI_03,Diabetes Long-Term Complications,57.8,146.87
2015,5.0,Fulton,PQI_03,Diabetes Long-Term Complications,116.81,98.19
2015,5.0,Genesee,PQI_03,Diabetes Long-Term Complications,77.05,105.99
2015,5.0,Greene,PQI_03,Diabetes Long-Term Complications,126.94,110.02
2015,5.0,Hamilton,PQI_03,Diabetes Long-Term Complications,24.62,127.65
2015,5.0,Herkimer,PQI_03,Diabetes Long-Term Complications,104.88,97.4
2015,5.0,Jefferson,PQI_03,Diabetes Long-Term Complications,69.22,85.71
2015,5.0,Kings,PQI_03,Diabetes Long-Term Complications,174.07,147.51
2015,5.0,Lewis,PQI_03,Diabetes Long-Term Complications,57.69,96.28
2015,5.0,Livingston,PQI_03,Diabetes Long-Term Complications,55.36,92.69
2015,5.0,Madison,PQI_03,Diabetes Long-Term Complications,64.18,93.06
2015,5.0,Monroe,PQI_03,Diabetes Long-Term Complications,96.02,111.57
2015,5.0,Montgomery,PQI_03,Diabetes Long-Term Complications,108.65,101.53
2015,5.0,Nassau,PQI_03,Diabetes Long-Term Complications,112.45,120.19
2015,5.0,New York,PQI_03,Diabetes Long-Term Complications,109.67,117.34
2015,5.0,Niagara,PQI_03,Diabetes Long-Term Complications,127.12,111.11
2015,5.0,Oneida,PQI_03,Diabetes Long-Term Complications,134.76,102.46
2015,5.0,Onondaga,PQI_03,Diabetes Long-Term Complications,103.14,108.41
2015,5.0,Ontario,PQI_03,Diabetes Long-Term Complications,59.81,98.39
2015,5.0,Orange,PQI_03,Diabetes Long-Term Complications,89.49,110.86
2015,5.0,Orleans,PQI_03,Diabetes Long-Term Complications,96.06,105.01
2015,5.0,Oswego,PQI_03,Diabetes Long-Term Complications,121.56,88.15
2015,5.0,Otsego,PQI_03,Diabetes Long-Term Complications,116.0,91.99
2015,5.0,Putnam,PQI_03,Diabetes Long-Term Complications,71.11,99.79
2015,5.0,Queens,PQI_03,Diabetes Long-Term Complications,116.14,141.66
2015,5.0,Rensselaer,PQI_03,Diabetes Long-Term Complications,68.11,96.48
2015,5.0,Richmond,PQI_03,Diabetes Long-Term Complications,165.21,107.85
2015,5.0,Rockland,PQI_03,Diabetes Long-Term Complications,88.32,118.78
2015,5.0,St Lawrence,PQI_03,Diabetes Long-Term Complications,110.33,93.33
2015,5.0,Saratoga,PQI_03,Diabetes Long-Term Complications,49.81,94.56
2015,5.0,Schenectady,PQI_03,Diabetes Long-Term Complications,76.29,117.28
2015,5.0,Schoharie,PQI_03,Diabetes Long-Term Complications,47.1,100.15
2015,5.0,Schuyler,PQI_03,Diabetes Long-Term Complications,53.8,102.55
2015,5.0,Seneca,PQI_03,Diabetes Long-Term Complications,91.95,102.59
2015,5.0,Steuben,PQI_03,Diabetes Long-Term Complications,79.65,99.29
2015,5.0,Suffolk,PQI_03,Diabetes Long-Term Complications,105.59,108.0
2015,5.0,Sullivan,PQI_03,Diabetes Long-Term Complications,75.17,119.17
2015,5.0,Tioga,PQI_03,Diabetes Long-Term Complications,59.01,98.49
2015,5.0,Tompkins,PQI_03,Diabetes Long-Term Complications,40.82,75.65
2015,5.0,Ulster,PQI_03,Diabetes Long-Term Complications,101.03,109.47
2015,5.0,Warren,PQI_03,Diabetes Long-Term Complications,125.17,102.38
2015,5.0,Washington,PQI_03,Diabetes Long-Term Complications,101.0,99.38
2015,5.0,Wayne,PQI_03,Diabetes Long-Term Complications,113.17,101.14
2015,5.0,Westchester,PQI_03,Diabetes Long-Term Complications,99.43,127.12
2015,5.0,Wyoming,PQI_03,Diabetes Long-Term Complications,36.03,100.72
2015,5.0,Yates,PQI_03,Diabetes Long-Term Complications,46.83,95.92
2015,5.0,Statewide,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,491.15,491.15
2015,5.0,Albany,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,469.46,467.74
2015,5.0,Allegany,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,458.2,441.77
2015,5.0,Bronx,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,1024.59,606.36
2015,5.0,Broome,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,429.85,462.03
2015,5.0,Cattaraugus,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,164.33,483.42
2015,5.0,Cayuga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,750.64,430.3
2015,5.0,Chautauqua,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,363.98,450.58
2015,5.0,Chemung,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,793.6,448.66
2015,5.0,Chenango,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,498.54,443.78
2015,5.0,Clinton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,707.66,421.24
2015,5.0,Columbia,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,666.59,457.28
2015,5.0,Cortland,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,618.2,428.85
2015,5.0,Delaware,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,605.3,469.91
2015,5.0,Dutchess,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,454.08,449.03
2015,5.0,Erie,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,379.44,487.22
2015,5.0,Essex,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,227.28,463.19
2015,5.0,Franklin,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,98.25,561.39
2015,5.0,Fulton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,632.3,433.65
2015,5.0,Genesee,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,369.85,457.89
2015,5.0,Greene,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,600.1,451.98
2015,5.0,Hamilton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,311.53,493.02
2015,5.0,Herkimer,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,575.82,444.81
2015,5.0,Jefferson,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,481.67,420.98
2015,5.0,Kings,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,534.01,564.94
2015,5.0,Lewis,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,491.15,428.03
2015,5.0,Livingston,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,381.7,424.94
2015,5.0,Madison,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,570.46,424.71
2015,5.0,Monroe,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,370.22,473.69
2015,5.0,Montgomery,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,707.9,455.96
2015,5.0,Nassau,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,380.05,475.53
2015,5.0,New York,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,428.7,500.23
2015,5.0,Niagara,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,707.39,469.58
2015,5.0,Oneida,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,666.42,454.07
2015,5.0,Onondaga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,403.79,467.04
2015,5.0,Ontario,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,472.05,429.82
2015,5.0,Orange,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,610.39,442.84
2015,5.0,Orleans,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,562.03,435.09
2015,5.0,Oswego,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,508.76,403.39
2015,5.0,Otsego,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,582.78,453.3
2015,5.0,Putnam,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,386.51,399.46
2015,5.0,Queens,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,388.12,522.39
2015,5.0,Rensselaer,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,437.1,430.8
2015,5.0,Richmond,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,630.44,442.32
2015,5.0,Rockland,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,378.99,481.8
2015,5.0,St Lawrence,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,715.91,441.71
2015,5.0,Saratoga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,329.45,405.53
2015,5.0,Schenectady,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,531.39,483.66
2015,5.0,Schoharie,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,568.74,437.54
2015,5.0,Schuyler,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,903.15,439.08
2015,5.0,Seneca,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,612.56,441.73
2015,5.0,Steuben,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,589.87,436.62
2015,5.0,Suffolk,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,445.18,441.17
2015,5.0,Sullivan,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,463.72,458.5
2015,5.0,Tioga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,196.33,428.12
2015,5.0,Tompkins,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,211.35,435.44
2015,5.0,Ulster,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,484.83,450.26
2015,5.0,Warren,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,674.6,442.15
2015,5.0,Washington,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,634.66,425.42
2015,5.0,Wayne,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,530.87,422.12
2015,5.0,Westchester,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,374.14,491.49
2015,5.0,Wyoming,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,810.0,400.52
2015,5.0,Yates,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,381.53,450.79
2015,5.0,Statewide,PQI_07,Hypertension,55.32,55.32
2015,5.0,Albany,PQI_07,Hypertension,39.98,44.75
2015,5.0,Allegany,PQI_07,Hypertension,2.64,32.23
2015,5.0,Bronx,PQI_07,Hypertension,130.03,80.98
2015,5.0,Broome,PQI_07,Hypertension,46.74,38.95
2015,5.0,Cattaraugus,PQI_07,Hypertension,4.94,43.12
2015,5.0,Cayuga,PQI_07,Hypertension,50.66,37.88
2015,5.0,Chautauqua,PQI_07,Hypertension,14.32,37.29
2015,5.0,Chemung,PQI_07,Hypertension,84.21,40.99
2015,5.0,Chenango,PQI_07,Hypertension,23.3,37.39
2015,5.0,Clinton,PQI_07,Hypertension,21.05,35.04
2015,5.0,Columbia,PQI_07,Hypertension,59.55,42.79
2015,5.0,Cortland,PQI_07,Hypertension,17.97,30.66
2015,5.0,Delaware,PQI_07,Hypertension,16.03,39.69
2015,5.0,Dutchess,PQI_07,Hypertension,30.11,45.87
2015,5.0,Erie,PQI_07,Hypertension,23.9,49.78
2015,5.0,Essex,PQI_07,Hypertension,0.0,40.87
2015,5.0,Franklin,PQI_07,Hypertension,12.04,58.98
2015,5.0,Fulton,PQI_07,Hypertension,16.35,36.58
2015,5.0,Genesee,PQI_07,Hypertension,23.54,41.2
2015,5.0,Greene,PQI_07,Hypertension,58.39,41.36
2015,5.0,Hamilton,PQI_07,Hypertension,73.87,45.96
2015,5.0,Herkimer,PQI_07,Hypertension,33.64,36.45
2015,5.0,Jefferson,PQI_07,Hypertension,42.42,32.49
2015,5.0,Kings,PQI_07,Hypertension,70.9,74.38
2015,5.0,Lewis,PQI_07,Hypertension,28.84,34.18
2015,5.0,Livingston,PQI_07,Hypertension,13.36,34.28
2015,5.0,Madison,PQI_07,Hypertension,12.14,33.25
2015,5.0,Monroe,PQI_07,Hypertension,29.47,48.09
2015,5.0,Montgomery,PQI_07,Hypertension,36.22,40.06
2015,5.0,Nassau,PQI_07,Hypertension,69.8,53.59
2015,5.0,New York,PQI_07,Hypertension,59.45,54.97
2015,5.0,Niagara,PQI_07,Hypertension,18.83,44.62
2015,5.0,Oneida,PQI_07,Hypertension,44.02,41.26
2015,5.0,Onondaga,PQI_07,Hypertension,37.01,45.07
2015,5.0,Ontario,PQI_07,Hypertension,14.95,36.58
2015,5.0,Orange,PQI_07,Hypertension,69.17,46.12
2015,5.0,Orleans,PQI_07,Hypertension,15.01,40.3
2015,5.0,Oswego,PQI_07,Hypertension,29.6,30.96
2015,5.0,Otsego,PQI_07,Hypertension,29.49,34.26
2015,5.0,Putnam,PQI_07,Hypertension,22.86,36.89
2015,5.0,Queens,PQI_07,Hypertension,61.56,68.66
2015,5.0,Rensselaer,PQI_07,Hypertension,17.22,37.4
2015,5.0,Richmond,PQI_07,Hypertension,79.62,45.8
2015,5.0,Rockland,PQI_07,Hypertension,23.24,52.85
2015,5.0,St Lawrence,PQI_07,Hypertension,25.89,34.54
2015,5.0,Saratoga,PQI_07,Hypertension,14.55,34.48
2015,5.0,Schenectady,PQI_07,Hypertension,33.63,49.16
2015,5.0,Schoharie,PQI_07,Hypertension,15.7,35.25
2015,5.0,Schuyler,PQI_07,Hypertension,40.35,36.98
2015,5.0,Seneca,PQI_07,Hypertension,7.07,38.35
2015,5.0,Steuben,PQI_07,Hypertension,36.56,36.69
2015,5.0,Suffolk,PQI_07,Hypertension,62.21,44.38
2015,5.0,Sullivan,PQI_07,Hypertension,41.76,46.75
2015,5.0,Tioga,PQI_07,Hypertension,7.7,35.5
2015,5.0,Tompkins,PQI_07,Hypertension,11.34,28.79
2015,5.0,Ulster,PQI_07,Hypertension,30.04,43.12
2015,5.0,Warren,PQI_07,Hypertension,9.48,37.68
2015,5.0,Washington,PQI_07,Hypertension,7.92,36.54
2015,5.0,Wayne,PQI_07,Hypertension,22.35,36.9
2015,5.0,Westchester,PQI_07,Hypertension,39.4,58.03
2015,5.0,Wyoming,PQI_07,Hypertension,30.02,37.15
2015,5.0,Yates,PQI_07,Hypertension,20.81,34.68
2015,5.0,Statewide,PQI_08,Heart Failure,323.49,323.49
2015,5.0,Albany,PQI_08,Heart Failure,272.24,309.69
2015,5.0,Allegany,PQI_08,Heart Failure,200.73,290.29
2015,5.0,Bronx,PQI_08,Heart Failure,442.44,343.16
2015,5.0,Broome,PQI_08,Heart Failure,429.55,331.43
2015,5.0,Cattaraugus,PQI_08,Heart Failure,93.92,338.77
2015,5.0,Cayuga,PQI_08,Heart Failure,454.39,313.63
2015,5.0,Chautauqua,PQI_08,Heart Failure,211.04,326.92
2015,5.0,Chemung,PQI_08,Heart Failure,347.0,324.56
2015,5.0,Chenango,PQI_08,Heart Failure,318.46,328.07
2015,5.0,Clinton,PQI_08,Heart Failure,278.2,267.37
2015,5.0,Columbia,PQI_08,Heart Failure,371.18,355.71
2015,5.0,Cortland,PQI_08,Heart Failure,241.29,257.76
2015,5.0,Delaware,PQI_08,Heart Failure,355.3,355.6
2015,5.0,Dutchess,PQI_08,Heart Failure,228.13,305.1
2015,5.0,Erie,PQI_08,Heart Failure,344.6,348.56
2015,5.0,Essex,PQI_08,Heart Failure,221.37,355.39
2015,5.0,Franklin,PQI_08,Heart Failure,130.05,371.71
2015,5.0,Fulton,PQI_08,Heart Failure,348.11,316.59
2015,5.0,Genesee,PQI_08,Heart Failure,380.99,337.29
2015,5.0,Greene,PQI_08,Heart Failure,385.89,331.15
2015,5.0,Hamilton,PQI_08,Heart Failure,221.62,414.28
2015,5.0,Herkimer,PQI_08,Heart Failure,324.55,336.37
2015,5.0,Jefferson,PQI_08,Heart Failure,218.82,235.36
2015,5.0,Kings,PQI_08,Heart Failure,363.23,342.02
2015,5.0,Lewis,PQI_08,Heart Failure,298.06,304.21
2015,5.0,Livingston,PQI_08,Heart Failure,276.82,279.69
2015,5.0,Madison,PQI_08,Heart Failure,244.57,275.41
2015,5.0,Monroe,PQI_08,Heart Failure,401.18,322.9
2015,5.0,Montgomery,PQI_08,Heart Failure,571.71,349.82
2015,5.0,Nassau,PQI_08,Heart Failure,320.55,354.74
2015,5.0,New York,PQI_08,Heart Failure,233.91,290.61
2015,5.0,Niagara,PQI_08,Heart Failure,457.29,342.65
2015,5.0,Oneida,PQI_08,Heart Failure,396.14,339.66
2015,5.0,Onondaga,PQI_08,Heart Failure,324.4,321.63
2015,5.0,Ontario,PQI_08,Heart Failure,274.89,307.82
2015,5.0,Orange,PQI_08,Heart Failure,338.72,276.92
2015,5.0,Orleans,PQI_08,Heart Failure,447.3,295.73
2015,5.0,Oswego,PQI_08,Heart Failure,334.03,252.56
2015,5.0,Otsego,PQI_08,Heart Failure,310.66,306.49
2015,5.0,Putnam,PQI_08,Heart Failure,251.43,262.78
2015,5.0,Queens,PQI_08,Heart Failure,287.19,337.85
2015,5.0,Rensselaer,PQI_08,Heart Failure,270.1,282.19
2015,5.0,Richmond,PQI_08,Heart Failure,307.39,283.31
2015,5.0,Rockland,PQI_08,Heart Failure,232.84,329.18
2015,5.0,St Lawrence,PQI_08,Heart Failure,319.72,274.9
2015,5.0,Saratoga,PQI_08,Heart Failure,217.16,274.4
2015,5.0,Schenectady,PQI_08,Heart Failure,351.91,347.83
2015,5.0,Schoharie,PQI_08,Heart Failure,384.68,301.11
2015,5.0,Schuyler,PQI_08,Heart Failure,188.3,318.65
2015,5.0,Seneca,PQI_08,Heart Failure,328.9,310.89
2015,5.0,Steuben,PQI_08,Heart Failure,342.12,314.33
2015,5.0,Suffolk,PQI_08,Heart Failure,331.57,299.67
2015,5.0,Sullivan,PQI_08,Heart Failure,377.5,314.27
2015,5.0,Tioga,PQI_08,Heart Failure,153.94,305.28
2015,5.0,Tompkins,PQI_08,Heart Failure,172.34,216.0
2015,5.0,Ulster,PQI_08,Heart Failure,327.0,315.91
2015,5.0,Warren,PQI_08,Heart Failure,366.04,328.29
2015,5.0,Washington,PQI_08,Heart Failure,310.92,301.97
2015,5.0,Wayne,PQI_08,Heart Failure,472.25,292.09
2015,5.0,Westchester,PQI_08,Heart Failure,313.35,356.49
2015,5.0,Wyoming,PQI_08,Heart Failure,273.22,271.01
2015,5.0,Yates,PQI_08,Heart Failure,265.35,317.05
2015,5.0,Statewide,PQI_10,Dehydration,114.89,114.89
2015,5.0,Albany,PQI_10,Dehydration,106.34,114.82
2015,5.0,Allegany,PQI_10,Dehydration,73.95,114.05
2015,5.0,Bronx,PQI_10,Dehydration,151.22,110.43
2015,5.0,Broome,PQI_10,Dehydration,140.23,124.58
2015,5.0,Cattaraugus,PQI_10,Dehydration,47.78,129.27
2015,5.0,Cayuga,PQI_10,Dehydration,113.99,120.09
2015,5.0,Chautauqua,PQI_10,Dehydration,133.69,124.4
2015,5.0,Chemung,PQI_10,Dehydration,149.54,122.37
2015,5.0,Chenango,PQI_10,Dehydration,163.12,125.94
2015,5.0,Clinton,PQI_10,Dehydration,147.37,105.73
2015,5.0,Columbia,PQI_10,Dehydration,99.25,132.58
2015,5.0,Cortland,PQI_10,Dehydration,197.65,103.73
2015,5.0,Delaware,PQI_10,Dehydration,88.16,133.91
2015,5.0,Dutchess,PQI_10,Dehydration,116.61,113.72
2015,5.0,Erie,PQI_10,Dehydration,139.59,126.61
2015,5.0,Essex,PQI_10,Dehydration,101.2,133.61
2015,5.0,Franklin,PQI_10,Dehydration,40.94,135.86
2015,5.0,Fulton,PQI_10,Dehydration,151.86,122.08
2015,5.0,Genesee,PQI_10,Dehydration,115.58,127.25
2015,5.0,Greene,PQI_10,Dehydration,104.09,125.39
2015,5.0,Hamilton,PQI_10,Dehydration,123.12,153.77
2015,5.0,Herkimer,PQI_10,Dehydration,158.32,127.99
2015,5.0,Jefferson,PQI_10,Dehydration,97.13,95.31
2015,5.0,Kings,PQI_10,Dehydration,101.58,112.26
